artifact_set,stage,cve_id,file,bytes
rootcause30,prompt,CVE-2020-27814,CVE-2020-27814/prompt.txt,25344
rootcause30,packet,CVE-2020-27814,CVE-2020-27814/root_cause_packet.json,3497
rootcause30,prompt,CVE-2020-27823,CVE-2020-27823/prompt.txt,44710
rootcause30,packet,CVE-2020-27823,CVE-2020-27823/root_cause_packet.json,12701
rootcause30,prompt,CVE-2020-8169,CVE-2020-8169/prompt.txt,71090
rootcause30,packet,CVE-2020-8169,CVE-2020-8169/root_cause_packet.json,30410
rootcause30,prompt,CVE-2020-8177,CVE-2020-8177/prompt.txt,58933
rootcause30,packet,CVE-2020-8177,CVE-2020-8177/root_cause_packet.json,23089
rootcause30,prompt,CVE-2020-8231,CVE-2020-8231/prompt.txt,122700
rootcause30,packet,CVE-2020-8231,CVE-2020-8231/root_cause_packet.json,70153
rootcause30,prompt,CVE-2021-23840,CVE-2021-23840/prompt.txt,109523
rootcause30,packet,CVE-2021-23840,CVE-2021-23840/root_cause_packet.json,61707
rootcause30,prompt,CVE-2022-0171,CVE-2022-0171/prompt.txt,208620
rootcause30,packet,CVE-2022-0171,CVE-2022-0171/root_cause_packet.json,127299
rootcause30,prompt,CVE-2022-0185,CVE-2022-0185/prompt.txt,45415
rootcause30,packet,CVE-2022-0185,CVE-2022-0185/root_cause_packet.json,11772
rootcause30,prompt,CVE-2022-0264,CVE-2022-0264/prompt.txt,50713
rootcause30,packet,CVE-2022-0264,CVE-2022-0264/root_cause_packet.json,13971
rootcause30,prompt,CVE-2022-0286,CVE-2022-0286/prompt.txt,48415
rootcause30,packet,CVE-2022-0286,CVE-2022-0286/root_cause_packet.json,11464
rootcause30,prompt,CVE-2022-0322,CVE-2022-0322/prompt.txt,47152
rootcause30,packet,CVE-2022-0322,CVE-2022-0322/root_cause_packet.json,12048
rootcause30,prompt,CVE-2022-0433,CVE-2022-0433/prompt.txt,49925
rootcause30,packet,CVE-2022-0433,CVE-2022-0433/root_cause_packet.json,16475
szz10,prompt,CVE-2020-11869,CVE-2020-11869/szz_handoff_prompt.txt,28898
szz10,prompt,CVE-2020-11984,CVE-2020-11984/szz_handoff_prompt.txt,110964
szz10,prompt,CVE-2020-13164,CVE-2020-13164/szz_handoff_prompt.txt,64424
szz10,prompt,CVE-2020-14212,CVE-2020-14212/szz_handoff_prompt.txt,73915
szz10,prompt,CVE-2020-15389,CVE-2020-15389/szz_handoff_prompt.txt,58236
szz10,prompt,CVE-2020-19667,CVE-2020-19667/szz_handoff_prompt.txt,54372
szz10,prompt,CVE-2020-1967,CVE-2020-1967/szz_handoff_prompt.txt,11366
szz10,prompt,CVE-2020-8231,CVE-2020-8231/szz_handoff_prompt.txt,70040
szz10,prompt,CVE-2022-0171,CVE-2022-0171/szz_handoff_prompt.txt,57841
szz10,prompt,CVE-2022-0286,CVE-2022-0286/szz_handoff_prompt.txt,43117
szz30,prompt,CVE-2020-10251,CVE-2020-10251/szz_handoff_prompt.txt,27789
szz30,prompt,CVE-2020-10702,CVE-2020-10702/szz_handoff_prompt.txt,14010
szz30,prompt,CVE-2020-11647,CVE-2020-11647/szz_handoff_prompt.txt,65471
szz30,prompt,CVE-2020-11869,CVE-2020-11869/szz_handoff_prompt.txt,33787
szz30,prompt,CVE-2020-11947,CVE-2020-11947/szz_handoff_prompt.txt,13630
szz30,prompt,CVE-2020-11984,CVE-2020-11984/szz_handoff_prompt.txt,111064
szz30,prompt,CVE-2020-11985,CVE-2020-11985/szz_handoff_prompt.txt,19513
szz30,prompt,CVE-2020-11993,CVE-2020-11993/szz_handoff_prompt.txt,101567
szz30,prompt,CVE-2020-12284,CVE-2020-12284/szz_handoff_prompt.txt,60715
szz30,prompt,CVE-2020-13164,CVE-2020-13164/szz_handoff_prompt.txt,60823
szz30,prompt,CVE-2020-14212,CVE-2020-14212/szz_handoff_prompt.txt,64990
szz30,prompt,CVE-2020-15389,CVE-2020-15389/szz_handoff_prompt.txt,59914
szz30,prompt,CVE-2020-15466,CVE-2020-15466/szz_handoff_prompt.txt,60960
szz30,prompt,CVE-2020-1967,CVE-2020-1967/szz_handoff_prompt.txt,12462
szz30,prompt,CVE-2020-1971,CVE-2020-1971/szz_handoff_prompt.txt,28233
szz30,prompt,CVE-2020-25663,CVE-2020-25663/szz_handoff_prompt.txt,59093
szz30,prompt,CVE-2020-27823,CVE-2020-27823/szz_handoff_prompt.txt,14008
szz30,prompt,CVE-2020-8169,CVE-2020-8169/szz_handoff_prompt.txt,20212
szz30,prompt,CVE-2020-8177,CVE-2020-8177/szz_handoff_prompt.txt,58231
szz30,prompt,CVE-2020-8231,CVE-2020-8231/szz_handoff_prompt.txt,60796
szz30,prompt,CVE-2021-23840,CVE-2021-23840/szz_handoff_prompt.txt,64652
szz30,prompt,CVE-2022-0171,CVE-2022-0171/szz_handoff_prompt.txt,61520
szz30,prompt,CVE-2022-0185,CVE-2022-0185/szz_handoff_prompt.txt,12088
szz30,prompt,CVE-2022-0264,CVE-2022-0264/szz_handoff_prompt.txt,16895
szz30,prompt,CVE-2022-0286,CVE-2022-0286/szz_handoff_prompt.txt,44164
szz30,prompt,CVE-2022-0322,CVE-2022-0322/szz_handoff_prompt.txt,13510
szz30,prompt,CVE-2022-0433,CVE-2022-0433/szz_handoff_prompt.txt,26059
